연번,시군명,업체명,소재지,사육업종,등록 또는 허가여부,데이터기준일자,매칭_상호,매칭_카테고리,매칭_지번주소,매칭_도로명주소,위도,경도
1192,김제시,금산농장,전북특별자치도 김제시 금산면 삼봉리 ***번지 *호  ,한우,허가,2025-05-15,이레농장,"축산업>가금류,조류사육",전북특별자치도 김제시 금산면 삼봉리 510-3,전북특별자치도 김제시 금산면 금산사1길 187-18,35.725392,127.0051862
1193,김제시,한솔농장,전북특별자치도 김제시 금산면 쌍용리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
1194,김제시,양지농장,전북특별자치도 김제시 금산면 삼봉리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
1195,김제시,김종구농장,전북특별자치도 김제시 금산면 장흥리 ***번지  ,한우,등록 ,2025-05-15,,,,,,
1196,김제시,형제농장,전북특별자치도 김제시 금산면 선동리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1197,김제시,광산농장,"전북특별자치도 김제시 금산면 용산리 ***번지 (***, ***) ",한우,허가,2025-05-15,,,,,,
1198,김제시,만인농장,전북특별자치도 김제시 금산면 용호리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1199,김제시,창수농장,전북특별자치도 김제시 금산면 장흥리 ***번지  ,한우,허가,2025-05-15,,,,,,
1200,김제시,창호농장,전북특별자치도 김제시 금산면 쌍용리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
1201,김제시,춘곤농장,전북특별자치도 김제시 금산면 장흥리 ***번지  ,한우,허가,2025-05-15,,,,,,
1202,김제시,김춘오농장,전북특별자치도 김제시 금산면 청도리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
1203,김제시,청정농장,전북특별자치도 김제시 금산면 용산리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
1204,김제시,김판정농장,전북특별자치도 김제시 금산면 용산리 ***번지 **호  ,한우,등록 ,2025-05-15,,,,,,
1205,김제시,행곤농장,전북특별자치도 김제시 금산면 장흥리 ***번지  ,한우,허가,2025-05-15,,,,,,
1206,김제시,행기농장,전북특별자치도 김제시 금산면 삼봉리 **번지 *호  ,한우,등록 ,2025-05-15,,,,,,
1207,김제시,원덕한우농장,전북특별자치도 김제시 금산면 구월리 ***번지  ,한우,허가,2025-05-15,,,,,,
1208,김제시,김호영농장,전북특별자치도 김제시 금산면 쌍용리 **번지 월평 ,한우,등록 ,2025-05-15,,,,,,
1209,김제시,신흥농장,전북특별자치도 김제시 금산면 장흥리 ***번지 *호  ,한우,허가,2025-05-15,신흥농장,"축산업>가금류,조류사육",전라북도 김제시 용지면 효정리 550-7,전라북도 김제시 용지면 용지로 125-6,35.8298263,126.9427674
1210,김제시,배미농장,전북특별자치도 김제시 금산면 용산리 ***번지 **호  ,한우,허가,2025-05-15,,,,,,
1211,김제시,왕실농장,전북특별자치도 김제시 금산면 구월리 ***번지 (***-*) ,한우,허가,2025-05-15,,,,,,
1212,김제시,구봉축산,전북특별자치도 김제시 금산면 구월리 ***번지  ,한우,등록 ,2025-05-15,,,,,,
1213,김제시,시냇물 2 농장,전북특별자치도 김제시 금산면 구월리 ***번지  ,한우,허가,2025-05-15,,,,,,
1214,김제시,명박이농장,전북특별자치도 김제시 금산면 청도리 ***번지  ,한우,허가,2025-05-15,,,,,,
1215,김제시,조행권농장,전북특별자치도 김제시 금산면 선동리 ***번지  ,한우,등록 ,2025-05-15,,,,,,
1216,김제시,소녀농장,전북특별자치도 김제시 금산면 선동리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
1217,김제시,수빈농장(위탁농장),"전북특별자치도 김제시 금산면 장흥리 ***번지 *호 (***-*, ***-*, ***-*, ***-*, ***, ***) ",한우,허가,2025-05-15,,,,,,
1218,김제시,솔농장,전북특별자치도 김제시 금산면 장흥리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1219,김제시,누릉골농장,전북특별자치도 김제시 금산면 장흥리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1220,김제시,어유농장,전북특별자치도 김제시 금산면 구월리 **번지  ,한우,등록 ,2025-05-15,,,,,,
1221,김제시,희망목장,전북특별자치도 김제시 금산면 용산리 **번지 **호  ,한우,허가,2025-05-15,,,,,,
1222,김제시,박종남농장,전북특별자치도 김제시 금산면 청도리 **번지  ,한우,등록 ,2025-05-15,,,,,,
1223,김제시,길수농장,전북특별자치도 김제시 금산면 성계리 ***번지 **호 외 *필지 ,한우,등록 ,2025-05-15,,,,,,
1224,김제시,내아들농장,전북특별자치도 김제시 금산면 청도리 ***번지 하운 ,한우,허가,2025-05-15,,,,,,
1225,김제시,성철농장,전북특별자치도 김제시 금산면 금산리 ***번지  ,한우,등록 ,2025-05-15,,,,,,
1226,김제시,남도축산,전북특별자치도 김제시 금산면 금산리 ***번지  ,한우,허가,2025-05-15,,,,,,
1227,김제시,용신농산,전북특별자치도 김제시 금산면 구월리 ***번지  ,한우,허가,2025-05-15,,,,,,
1228,김제시,용암농장,전북특별자치도 김제시 금산면 쌍용리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1229,김제시,금산농장,전북특별자치도 김제시 금산면 쌍용리 ***번지 *호  ,한우,등록 ,2025-05-15,늘봄수국농장,"쇼핑,유통>원예,화훼농원",전북특별자치도 김제시 금산면 쌍용리 274-1 김제시 모악5길20,,35.7150559,127.0046149
1230,김제시,성남농장,전북특별자치도 김제시 금산면 쌍용리 ***번지 (***) ,한우,허가,2025-05-15,,,,,,
1231,김제시,각영농장,전북특별자치도 김제시 금산면 쌍용리 ***번지  ,한우,허가,2025-05-15,,,,,,
1232,김제시,각영농장2,"전북특별자치도 김제시 금산면 쌍용리 ***번지 *호 (***, ***-*, ***-*, ***-*, ***-*) ",한우,허가,2025-05-15,,,,,,
1233,김제시,서광농장,전북특별자치도 김제시 금산면 금성리 ***번지 *호 ***-* ,한우,허가,2025-05-15,,,,,,
1234,김제시,현명농장,전북특별자치도 김제시 금산면 용산리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1235,김제시,행복농장,전북특별자치도 김제시 금산면 용산리 산 *번지  ,한우,허가,2025-05-15,,,,,,
1236,김제시,푸른농장,전북특별자치도 김제시 금산면 용산리 산 *번지  ,한우,등록 ,2025-05-15,늘푸른농장,"시설,건물>농공시설",전북특별자치도 김제시 금산면 용산리 18-5,전북특별자치도 김제시 금산면 봉은길 543,35.7519526,127.0010221
1237,김제시,구월농장,전북특별자치도 김제시 금산면 구월리 ***번지  ,한우,등록 ,2025-05-15,구월농장,농업>과실재배,전라북도 김제시 금산면 구월리 333,전라북도 김제시 금산면 금평로 193-23,35.7152107,126.9900122
1238,김제시,청동농장,전북특별자치도 김제시 금산면 청도리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1239,김제시,영철농장,전북특별자치도 김제시 금산면 장흥리 ***번지  ,한우,허가,2025-05-15,,,,,,
1240,김제시,거야농장,전북특별자치도 김제시 금산면 삼봉리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1241,김제시,율리농장,전북특별자치도 김제시 금산면 용산리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1242,김제시,부농 농장,전북특별자치도 김제시 금산면 쌍용리 ***번지 *호  ,한우,등록 ,2025-05-15,부농농장,"시설,건물>농공시설",전북특별자치도 김제시 백구면 부용리 558-8,,35.8840194,126.9569967
1243,김제시,소용농장,전북특별자치도 김제시 금산면 용호리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1244,김제시,상아목장,전북특별자치도 김제시 금산면 선동리 ***번지 *호 ***-* ,한우,허가,2025-05-15,,,,,,
1245,김제시,영농조합법인 우인(우인목장),전북특별자치도 김제시 금산면 용산리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1246,김제시,화율율치 오봉안농장,전북특별자치도 김제시 금산면 화율리 ***번지  ,한우,등록 ,2025-05-15,,,,,,
1247,김제시,오성목장,전북특별자치도 김제시 금산면 용산리 ***번지 **호  ,한우,허가,2025-05-15,,,,,,
1248,김제시,용반농장,전북특별자치도 김제시 금산면 용산리 ***번지 **호  ,한우,허가,2025-05-15,,,,,,
1249,김제시,유건농장,전북특별자치도 김제시 금산면 용산리 ***번지  ,한우,허가,2025-05-15,,,,,,
1250,김제시,대성농장,전북특별자치도 김제시 금산면 쌍용리 ***번지  ,한우,등록 ,2025-05-15,,,,,,
1251,김제시,영원농장,전북특별자치도 김제시 금산면 성계리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1252,김제시,유택수농장,전북특별자치도 김제시 금산면 청도리 ***번지  ,한우,허가,2025-05-15,,,,,,
1253,김제시,이경일농장,전북특별자치도 김제시 금산면 쌍용리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1254,김제시,유정농장,전북특별자치도 김제시 금산면 구월리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1255,김제시,경희농장,전북특별자치도 김제시 금산면 선동리 **번지  ,한우,등록 ,2025-05-15,,,,,,
1256,김제시,덕규농장,전북특별자치도 김제시 금산면 용호리 **번지  ,한우,등록 ,2025-05-15,,,,,,
1257,김제시,용호한우,전북특별자치도 김제시 금산면 용호리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1258,김제시,대성농장,전북특별자치도 김제시 금산면 쌍용리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
1259,김제시,용반농장,전북특별자치도 김제시 금산면 용산리 ***번지 **호  ,한우,허가,2025-05-15,,,,,,
1260,김제시,야곱농장,전북특별자치도 김제시 금산면 장흥리 ***번지 *호  ,한우,허가,2025-05-15,야곱농장,"쇼핑,유통>유기농산물",전북특별자치도 김제시 신월동 63,전북특별자치도 김제시 월산8길 183,35.7627774,126.8904829
1261,김제시,야곱2농장,전북특별자치도 김제시 금산면 선동리 ***번지  ,한우,허가,2025-05-15,,,,,,
1262,김제시,봉임농장,전북특별자치도 김제시 금산면 용호리 **번지  ,한우,등록 ,2025-05-15,,,,,,
1263,김제시,리라농장,전북특별자치도 김제시 금산면 용산리 ***번지  ,한우,허가,2025-05-15,,,,,,
1264,김제시,장전농장,전북특별자치도 김제시 금산면 용호리 ***번지  ,한우,허가,2025-05-15,,,,,,
1265,김제시,쇠돌농장,전북특별자치도 김제시 금산면 쌍용리 ***번지  ,한우,등록 ,2025-05-15,,,,,,
1266,김제시,수연농장,전북특별자치도 김제시 금산면 청도리 ***번지  ,한우,허가,2025-05-15,,,,,,
1267,김제시,경재농장,"전북특별자치도 김제시 금산면 구월리 ***번지 *호 (***-*, ***) ",한우,허가,2025-05-15,,,,,,
1268,김제시,배미농장,전북특별자치도 김제시 금산면 용산리 ***번지 **호  ,한우,허가,2025-05-15,,,,,,
1269,김제시,용정농장,전북특별자치도 김제시 금산면 용산리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
1270,김제시,신흥농장,전북특별자치도 김제시 금산면 장흥리 ***번지 *호  ,한우,허가,2025-05-15,신흥농장,"축산업>가금류,조류사육",전라북도 김제시 용지면 효정리 550-7,전라북도 김제시 용지면 용지로 125-6,35.8298263,126.9427674
1271,김제시,원오농장,전북특별자치도 김제시 금산면 쌍용리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
1272,김제시,금봉농축산영농조합,"전북특별자치도 김제시 금산면 용호리 ***번지 (***, ***-*, ***) ",한우,허가,2025-05-15,,,,,,
1273,김제시,우사축사,전북특별자치도 김제시 금산면 선동리 ***번지  ,한우,등록 ,2025-05-15,,,,,,
1274,김제시,청아농장,전북특별자치도 김제시 금산면 삼봉리 ***번지 **호  ,한우,허가,2025-05-15,,,,,,
1275,김제시,기룡농장,전북특별자치도 김제시 금산면 용산리 *번지 ***호  ,한우,허가,2025-05-15,,,,,,
1276,김제시,협성농장,전북특별자치도 김제시 금산면 삼봉리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1277,김제시,선동한우종축농장,전북특별자치도 김제시 금산면 선동리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1278,김제시,평지농장,전북특별자치도 김제시 금산면 금성리 **번지  ,한우,등록 ,2025-05-15,,,,,,
1279,김제시,종삼농장,전북특별자치도 김제시 금산면 용산리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1280,김제시,종연농장,전북특별자치도 김제시 금산면 삼봉리 ***번지 * 호  ,한우,등록 ,2025-05-15,,,,,,
1281,김제시,종은농장,전북특별자치도 김제시 금산면 삼봉리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
1282,김제시,종후농장,전북특별자치도 김제시 금산면 삼봉리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
1283,김제시,송화농장,전북특별자치도 김제시 금산면 성계리 *번지 *호  ,한우,허가,2025-05-15,,,,,,
1284,김제시,송화농장,전북특별자치도 김제시 금산면 쌍용리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
1285,김제시,만길농장,전북특별자치도 김제시 금산면 구월리 ***번지  ,한우,허가,2025-05-15,,,,,,
1286,김제시,월평농장,전북특별자치도 김제시 금산면 쌍용리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1287,김제시,앙드레농장,전북특별자치도 김제시 금산면 용호리 ***번지 *호 (***-*) ,한우,허가,2025-05-15,,,,,,
1288,김제시,경섭농장,전북특별자치도 김제시 금산면 용호리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1289,김제시,반곡농장,전북특별자치도 김제시 금산면 삼봉리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
1290,김제시,명진농장,전북특별자치도 김제시 금산면 용산리 **번지 *호  ,한우,등록 ,2025-05-15,명진농장,"서비스,산업>축산업",전북특별자치도 김제시 황산면 쌍감리 784-2,전북특별자치도 김제시 황산면 황산로 466-63,35.7804629,126.9439352
1291,김제시,정진농장,전북특별자치도 김제시 금산면 쌍용리 ***번지  ,한우,허가,2025-05-15,,,,,,
1292,김제시,성완농장,전북특별자치도 김제시 금산면 성계리 ***번지  ,한우,등록 ,2025-05-15,,,,,,
1293,김제시,용정농장,전북특별자치도 김제시 금산면 용산리 **번지 **호  ,한우,등록 ,2025-05-15,,,,,,
1294,김제시,용산농장,전북특별자치도 김제시 금산면 용산리 ***번지  ,한우,허가,2025-05-15,,,,,,
1295,김제시,계월농장,전북특별자치도 김제시 금산면 구월리 ***번지  ,한우,등록 ,2025-05-15,원평계월사슴농장,"시설,건물>농공시설",전북특별자치도 김제시 금산면 구월리 257-1,전북특별자치도 김제시 금산면 구월1길 63,35.7111688,126.9856212
1296,김제시,성실농장,전북특별자치도 김제시 금산면 구월리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
1297,김제시,선자농장,전북특별자치도 김제시 금산면 용호리 **번지 *호 (**) ,한우,허가,2025-05-15,,,,,,
1298,김제시,선자농장2,"전북특별자치도 김제시 금산면 선동리 ***번지 *호 (***-*, ***) ",한우,허가,2025-05-15,,,,,,
1299,김제시,수예농장,전북특별자치도 김제시 금산면 구월리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1300,김제시,수원농장,전북특별자치도 김제시 금산면 구월리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1301,김제시,신장농장,전북특별자치도 김제시 금산면 구월리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1302,김제시,회평농장,전북특별자치도 김제시 금산면 쌍용리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
1303,김제시,희망농장,전북특별자치도 김제시 금산면 선동리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1304,김제시,국용농장,전북특별자치도 김제시 금산면 성계리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
1305,김제시,남석농장,전북특별자치도 김제시 금산면 삼봉리 ***번지 **호  ,한우,등록 ,2025-05-15,,,,,,
1306,김제시,영애농장,전북특별자치도 김제시 금산면 청도리 ***번지  ,한우,등록 ,2025-05-15,,,,,,
1307,김제시,상기농장,전북특별자치도 김제시 금산면 용산리 **번지  ,한우,허가,2025-05-15,,,,,,
1308,김제시,영택농장,전북특별자치도 김제시 금산면 용호리 ***번지 *호 (***-*) ,한우,허가,2025-05-15,,,,,,
1309,김제시,부귀농장,전북특별자치도 김제시 금산면 용호리 ***번지  ,한우,등록 ,2025-05-15,,,,,,
1310,김제시,지훈농장,전북특별자치도 김제시 금산면 선동리 ***번지  ,한우,허가,2025-05-15,,,,,,
1311,김제시,거야농장,전북특별자치도 김제시 금산면 삼봉리 ***번지  ,한우,허가,2025-05-15,,,,,,
1312,김제시,산수농장,전북특별자치도 김제시 금산면 선동리 ***번지 *호  ,한우,허가,2025-05-15,산수메츄리농장,"시설,건물>농공시설",전북특별자치도 김제시 금산면 선동리 300-1,전북특별자치도 김제시 금산면 선동1길 120,35.6856224,127.0142381
1313,김제시,용호리흥규농장,전북특별자치도 김제시 금산면 용호리 ***번지  ,한우,등록 ,2025-05-15,,,,,,
1314,김제시,대풍농장,전북특별자치도 김제시 금산면 용호리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
1315,김제시,기담농장,전북특별자치도 김제시 금산면 쌍용리 ***번지  ,한우,등록 ,2025-05-15,,,,,,
1316,김제시,기홍농장,전북특별자치도 김제시 금산면 쌍용리 ***번지  ,한우,등록 ,2025-05-15,,,,,,
1317,김제시,쌍용농장,전북특별자치도 김제시 금산면 성계리 ***번지  ,한우,허가,2025-05-15,,,,,,
1318,김제시,나라한농장,전북특별자치도 김제시 금산면 용산리 ***번지  ,한우,허가,2025-05-15,,,,,,
1319,김제시,영하농장,전북특별자치도 김제시 금산면 용산리 **번지  ,한우,허가,2025-05-15,,,,,,
1320,김제시,순옥농장,전북특별자치도 김제시 금산면 삼봉리 ***번지 **호  ,한우,등록 ,2025-05-15,,,,,,
1321,김제시,금와농장,전북특별자치도 김제시 금산면 구월리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1322,김제시,우리농장,전북특별자치도 김제시 금산면 용호리 ***번지  ,한우,등록 ,2025-05-15,,,,,,
1323,김제시,산수농장,전북특별자치도 김제시 금산면 선동리 ***번지  ,한우,허가,2025-05-15,산수메츄리농장,"시설,건물>농공시설",전북특별자치도 김제시 금산면 선동리 300-1,전북특별자치도 김제시 금산면 선동1길 120,35.6856224,127.0142381
1324,김제시,거성농장,전북특별자치도 김제시 금산면 쌍용리 ***번지 **호 *** ,한우,허가,2025-05-15,,,,,,
1325,김제시,황금농장,전북특별자치도 김제시 금산면 용산리 **번지 **호  ,한우,허가,2025-05-15,황금농장,"시설,건물>농공시설",전북특별자치도 김제시 금산면 용산리 91-26,전북특별자치도 김제시 금산면 용산3길 31-65,35.754553,126.9943452
1326,김제시,황성준 한우농장,전북특별자치도 김제시 금산면 용산리 **번지 **호  ,한우,등록 ,2025-05-15,,,,,,
1327,김제시,용술농장,전북특별자치도 김제시 금산면 용산리 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
1328,김제시,하운농장,전북특별자치도 김제시 금산면 청도리 ***번지 하운 ,한우,등록 ,2025-05-15,,,,,,
1329,김제시,진흥농장,"전북특별자치도 김제시 광활면 은파리 ****번지 *호 (****-*, ****-*, ****-*) ",한우,허가,2025-05-15,,,,,,
1330,김제시,금빛농장,전북특별자치도 김제시 광활면 은파리 ****번지  ,한우,허가,2025-05-15,금빛농장,"시설,건물>농공시설",전북특별자치도 김제시 광활면 옥포리 1868-7,전북특별자치도 김제시 광활면 지평선로 478-23,35.8289897,126.7559608
1331,김제시,은파농장,전북특별자치도 김제시 광활면 은파리 **번지 **호 (****-*) ,한우,허가,2025-05-15,미르농장,농업>곡물재배,전북특별자치도 김제시 광활면 은파리 1048-4,전북특별자치도 김제시 광활면 광활5길 256-22,35.8140057,126.7500375
1332,김제시,동수농장,전북특별자치도 김제시 광활면 옥포리 **번지 (****-*) ,한우,허가,2025-05-15,,,,,,
1333,김제시,창신영농조합,전북특별자치도 김제시 광활면 창제리 ****번지 (****-*) ,한우,허가,2025-05-15,,,,,,
1334,김제시,주강농장,전북특별자치도 김제시 광활면 은파리 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1335,김제시,원호농장,전북특별자치도 김제시 광활면 은파리 ****번지 *호  ,한우,허가,2025-05-15,,,,,,
1336,김제시,원호농장,전북특별자치도 김제시 광활면 은파리 ****번지 *호  ,한우,등록 ,2025-05-15,,,,,,
1337,김제시,희원농장,"전북특별자치도 김제시 흥사동 ***번지 *호 ,***-*호 ",돼지,허가,2025-05-15,,,,,,
1338,김제시,거흥농장,"전북특별자치도 김제시 흥사동 **번지 **호 (**-*, **) ",돼지,허가,2025-05-15,,,,,,
1339,김제시,재남농장,    ,한우,등록 ,2025-05-15,,,,,,
1340,김제시,하동농장,전북특별자치도 김제시 하동 산 **번지 *호  ,한우,허가,2025-05-15,,,,,,
1341,김제시,신곡농장,전북특별자치도 김제시 신곡동 ***번지 *호  ,한우,허가,2025-05-15,사과나무,"시설,건물>농공시설",전북특별자치도 김제시 신곡동 43-8,전북특별자치도 김제시 신곡2길 266,35.8125917,126.8754375
1342,김제시,승리농장,전북특별자치도 김제시 하동 산 **번지 *호  ,한우,허가,2025-05-15,,,,,,
1343,김제시,행복농장,전북특별자치도 김제시 하동 **번지 *호  ,한우,등록 ,2025-05-15,,,,,,
1344,김제시,만수농장,"전북특별자치도 김제시 하동 ***번지 **호 (***-*, ***-**) ",한우,허가,2025-05-15,,,,,,
1345,김제시,은채농장,전북특별자치도 김제시 흥사동 산 **번지 *호  ,한우,허가,2025-05-15,,,,,,
1346,김제시,경희농장,"전북특별자치도 김제시 신곡동 ***번지 *호 ,* ",한우,허가,2025-05-15,,,,,,
1347,김제시,돈원농장,전북특별자치도 김제시 황산동 ***번지 *호  ,돼지,허가,2025-05-15,,,,,,
1348,김제시,푸른농장,전북특별자치도 김제시 황산동 ***번지 *호  ,돼지,허가,2025-05-15,,,,,,
1349,김제시,우신농장,전북특별자치도 김제시 오정동 **번지 **호 외 *필지 ,돼지,허가,2025-05-15,,,,,,
1350,김제시,유명농장,전북특별자치도 김제시 황산동 ***번지  ,돼지,허가,2025-05-15,,,,,,
1351,김제시,호준농장,"전북특별자치도 김제시 도장동 ***번지 (***-*, ***, ***) ",돼지,허가,2025-05-15,호준농장,축산업>양돈업,전북특별자치도 김제시 도장동 227,전북특별자치도 김제시 도장4길 25,35.7706141,126.9403365
1352,김제시,돌속농장,전북특별자치도 김제시 황산동 ***번지 **호  ,돼지,허가,2025-05-15,,,,,,
1353,김제시,수영농장,전북특별자치도 김제시 양전동 ***번지  ,염소,등록 ,2025-05-15,,,,,,
1354,김제시,민석농장,전북특별자치도 김제시 서정동 산 ***번지 *호  ,염소,등록 ,2025-05-15,,,,,,
1355,김제시,봉황농장,전북특별자치도 김제시 황산동 산 **번지 **호  ,육계,등록 ,2025-05-15,봉황농장,"서비스,산업>농업",전북특별자치도 김제시 황산동 175,전북특별자치도 김제시 봉남로 866,35.7785402,126.9263051
1356,김제시,도장농장,전북특별자치도 김제시 도장동 ***번지 *호  ,육계,허가,2025-05-15,삼농농장,"시설,건물>농공시설",전북특별자치도 김제시 도장동 559,전북특별자치도 김제시 동석길 25,35.7674777,126.9397796
1357,김제시,오정농장,전북특별자치도 김제시 오정동 ***번지  ,육계,허가,2025-05-15,,,,,,
1358,김제시,후계자농장,전북특별자치도 김제시 도장동 ***번지 **호  ,한우,허가,2025-05-15,,,,,,
1359,김제시,인수농장,전북특별자치도 김제시 양전동 ***번지 *호 (***) ,한우,허가,2025-05-15,,,,,,
1360,김제시,우정농장,전북특별자치도 김제시 도장동 ***번지  ,한우,허가,2025-05-15,,,,,,
1361,김제시,오정농장,전북특별자치도 김제시 오정동 ***번지 **호  ,한우,등록 ,2025-05-15,,,,,,
1362,김제시,병봉농장,전북특별자치도 김제시 양전동 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1363,김제시,무지개농장,전북특별자치도 김제시 서정동 ***번지  ,한우,허가,2025-05-15,,,,,,
1364,김제시,청송농장,전북특별자치도 김제시 양전동 ***번지  ,한우,등록 ,2025-05-15,,,,,,
1365,김제시,신성농장,전북특별자치도 김제시 서정동 ***번지  ,한우,등록 ,2025-05-15,,,,,,
1366,김제시,갑주농장,전북특별자치도 김제시 도장동 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1367,김제시,일신농장,전북특별자치도 김제시 서정동 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
1368,김제시,상기농장,전북특별자치도 김제시 도장동 ***번지 *호 외 *필지 ,한우,허가,2025-05-15,,,,,,
1369,김제시,월성농장,전북특별자치도 김제시 월성동 ***번지 *호 (***-**) ,한우,허가,2025-05-15,,,,,,
1370,김제시,규일농장,전북특별자치도 김제시 용동 ***번지 *호  ,한우,등록 ,2025-05-15,구일농장,"쇼핑,유통>달걀",전북특별자치도 김제시 청하면 월현리 927,전북특별자치도 김제시 청하면 대산로 101-43,35.8753417,126.8793546
1371,김제시,복합영농,전북특별자치도 김제시 황산동 **번지 *호  ,한우,허가,2025-05-15,,,,,,
1372,김제시,나엘농장,전북특별자치도 김제시 서정동 ***번지  ,한우,허가,2025-05-15,,,,,,
1373,김제시,봉황농장,전북특별자치도 김제시 황산동 ***번지  ,한우,허가,2025-05-15,봉황농장,"서비스,산업>농업",전북특별자치도 김제시 황산동 175,전북특별자치도 김제시 봉남로 866,35.7785402,126.9263051
1374,김제시,성원농장,전북특별자치도 김제시 상동동 **번지 **호  ,돼지,허가,2025-05-15,,,,,,
1375,김제시,유명농장,"전북특별자치도 김제시 상동동 ***번지 *호 (-*,-*,-*,-**,-**,-**,,-**,-**) ",돼지,허가,2025-05-15,,,,,,
1376,김제시,화성농장,"전북특별자치도 김제시 순동 ***번지 ***호 (***-**, ***-***) ",돼지,허가,2025-05-15,,,,,,
1377,김제시,농업회사법인 대지산업 유한회사,전북특별자치도 김제시 상동동 **번지 *호 (**-*) ,육계,허가,2025-05-15,,,,,,
1378,김제시,행운농장,전북특별자치도 김제시 상동동 산 *번지 *호  ,육계,허가,2025-05-15,행운농장,"쇼핑,유통>과일",전북특별자치도 김제시 흥사동 82-1,전북특별자치도 김제시 승반길 186,35.8260448,126.9081476
1379,김제시,화원농장,전북특별자치도 김제시 상동동 **번지  ,육계,등록 ,2025-05-15,,,,,,
1380,김제시,샘물농장,전북특별자치도 김제시 백학동 ***번지 *호 (***-*) ,육계,허가,2025-05-15,,,,,,
1381,김제시,구구농장,전북특별자치도 김제시 상동동 **번지 **호 (**-**) ,육계,허가,2025-05-15,,,,,,
1382,김제시,점촌농장,전북특별자치도 김제시 상동동 *-**.**.**.**.**.*-*번지 ,종계/산란계,등록 ,2025-05-15,,,,,,
1383,김제시,대광농장,전북특별자치도 김제시 상동동 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
1384,김제시,부동농장,전북특별자치도 김제시 상동동 ***번지 **호  ,한우,등록 ,2025-05-15,,,,,,
1385,김제시,제일농장,전북특별자치도 김제시 백학동 ***번지  ,한우,등록 ,2025-05-15,,,,,,
1386,김제시,검산농장,전북특별자치도 김제시 백학동 ***번지 *호  ,한우,허가,2025-05-15,승연농장,"협회,단체>농업",전북특별자치도 김제시 검산동 1128 105호,전북특별자치도 김제시 풍요로 25 105호,35.8035209,126.9085388
1387,김제시,검산축산,전북특별자치도 김제시 백학동 ****번지 외 *필지 ,한우,허가,2025-05-15,더고기,"쇼핑,유통>정육점",전북특별자치도 김제시 검산동 820-35 1층더고기,전북특별자치도 김제시 도작로 22 1층더고기,35.7976918,126.9045549
1388,김제시,진영농장,전북특별자치도 김제시 상동동 ***번지 *호  ,한우,허가,2025-05-15,,,,,,
1389,김제시,대국축산,전북특별자치도 김제시 백학동 ***번지 *호  ,한우,등록 ,2025-05-15,,,,,,
