瘤痢,瘤痢疙,老矫,扁柯(∑C),浅氢(deg),浅加(m/s),碍荐樊(mm),泅瘤扁拘(hPa),秦搁扁拘(hPa),嚼档(%)
737,辫力,2026-06-03 18:00,24.1,276.1,3.7,0,997.2,1003.4,73
737,辫力,2026-06-03 19:00,22.9,278.8,2.7,0,997.4,1003.6,77
737,辫力,2026-06-03 20:00,22.2,256,1.7,0,997.7,1004,82
737,辫力,2026-06-03 21:00,22.3,268.3,1.4,0,997.9,1004.2,80
737,辫力,2026-06-03 22:00,22.4,219.2,1.8,0,998.6,1004.9,78
737,辫力,2026-06-03 23:00,22.1,301.7,1.5,0,998.3,1004.6,81
737,辫力,2026-06-04 00:00,22.1,338,.9,0,998.4,1004.7,80
737,辫力,2026-06-04 01:00,22,301.1,1.2,0,998.6,1004.9,82
737,辫力,2026-06-04 02:00,22.1,341.2,.6,0,998.3,1004.6,78
737,辫力,2026-06-04 03:00,22.2,0,.2,0,998.1,1004.4,77
737,辫力,2026-06-04 04:00,22,140.5,2.1,0,997.2,1003.5,83
737,辫力,2026-06-04 05:00,21.4,130.5,2.1,0,996.4,1002.7,89
737,辫力,2026-06-04 06:00,20.8,23.3,.7,0,996.5,1002.8,90
737,辫力,2026-06-04 07:00,22.6,83,1.6,0,996.3,1002.5,84
737,辫力,2026-06-04 08:00,24.6,74.3,2.4,0,996.1,1002.3,77
737,辫力,2026-06-04 09:00,25.3,210.5,1.5,0,996.5,1002.7,74
737,辫力,2026-06-04 10:00,24.8,213.8,3.1,0,996.6,1002.8,74
737,辫力,2026-06-04 11:00,26.2,190.4,3.5,0,996.2,1002.4,67
737,辫力,2026-06-04 12:00,27.5,146.6,5.3,0,995.6,1001.7,62
737,辫力,2026-06-04 13:00,28.3,160.5,3.8,0,995,1001.1,58
737,辫力,2026-06-04 14:00,27.3,212,4.6,0,995,1001.1,61
737,辫力,2026-06-04 15:00,26.5,207.1,4.1,0,994.9,1001,63
737,辫力,2026-06-04 16:00,26.5,232.9,3.8,0,994.9,1001,61
737,辫力,2026-06-04 17:00,26.6,241.6,3.3,0,994.7,1000.8,63
737,辫力,2026-06-04 18:00,23.7,285.6,8.2,0,995.6,1001.8,81
737,辫力,2026-06-04 19:00,22.6,287.3,5.9,0,996.5,1002.7,85
737,辫力,2026-06-04 20:00,22,287.5,4.8,0,997.1,1003.4,88
737,辫力,2026-06-04 21:00,21.4,285.8,5,0,997.5,1003.8,90
737,辫力,2026-06-04 22:00,21.1,281.4,4.5,0,998,1004.3,92
737,辫力,2026-06-04 23:00,20.9,286.7,4.8,0,997.6,1003.9,93
737,辫力,2026-06-05 00:00,20.5,267.4,2.8,0,997.5,1003.8,94
737,辫力,2026-06-05 01:00,20.4,257.6,2.1,0,997.4,1003.7,95
737,辫力,2026-06-05 02:00,20.3,274.6,3.4,0,997.6,1003.9,94
737,辫力,2026-06-05 03:00,18.1,298.7,4.2,0,998,1004.4,96
737,辫力,2026-06-05 04:00,16.6,295.3,6.1,0,998.7,1005.1,92
737,辫力,2026-06-05 05:00,15.8,278.2,3.1,0,999.5,1005.9,93
737,辫力,2026-06-05 06:00,16.1,273,3.2,0,1000.4,1006.8,90
737,辫力,2026-06-05 07:00,17.3,290.3,2.4,0,1001.1,1007.5,86
737,辫力,2026-06-05 08:00,19.2,307.3,2.5,0,1001.9,1008.3,76
737,辫力,2026-06-05 09:00,20.7,307.3,3.6,0,1002.4,1008.7,72
737,辫力,2026-06-05 10:00,20.5,307.7,5.8,0,1002.8,1009.1,69
737,辫力,2026-06-05 11:00,21.8,312.4,5.4,0,1003.3,1009.6,64
737,辫力,2026-06-05 12:00,22,292.8,5.2,0,1003.2,1009.5,59
737,辫力,2026-06-05 13:00,23.2,297.6,5.9,0,1003,1009.3,51
737,辫力,2026-06-05 14:00,23.6,304.5,5.8,0,1002.9,1009.2,51
737,辫力,2026-06-05 15:00,24.1,301,4.1,0,1002.8,1009,50
737,辫力,2026-06-05 16:00,23.6,305.7,5.7,0,1002.9,1009.2,53
737,辫力,2026-06-05 17:00,22.8,300.1,4.8,0,1002.8,1009.1,56
737,辫力,2026-06-05 18:00,21.7,288.5,7.4,0,1003,1009.3,59
737,辫力,2026-06-05 19:00,20.5,293.7,5.6,0,1003.7,1010,64
737,辫力,2026-06-05 20:00,18.7,302,3.3,0,1004.2,1010.6,75
737,辫力,2026-06-05 21:00,17.7,311.4,2.5,0,1004.7,1011.1,82
737,辫力,2026-06-05 22:00,17.3,61.9,1.5,0,1005.4,1011.8,84
737,辫力,2026-06-05 23:00,17.1,232.5,.6,0,1006.1,1012.5,86
737,辫力,2026-06-06 00:00,16.2,216.3,2.5,0,1006.2,1012.7,89
737,辫力,2026-06-06 01:00,16.5,190.3,1.8,0,1006.2,1012.7,89
737,辫力,2026-06-06 02:00,15.9,163.8,2.7,0,1006.5,1013,89
737,辫力,2026-06-06 03:00,15.4,153.9,2.7,0,1006.4,1012.9,90
737,辫力,2026-06-06 04:00,15,151,1.9,0,1006.7,1013.2,91
737,辫力,2026-06-06 05:00,14.7,133.5,2.1,0,1007.2,1013.7,92
737,辫力,2026-06-06 06:00,14.7,86.4,1.9,0,1007.4,1013.9,93
737,辫力,2026-06-06 07:00,16.2,88.8,1.9,0,1007.7,1014.2,87
737,辫力,2026-06-06 08:00,19,83.6,2.9,0,1007.7,1014.1,79
737,辫力,2026-06-06 09:00,21.8,71.7,2.8,0,1007.4,1013.7,65
737,辫力,2026-06-06 10:00,24,71.3,3.3,0,1007.2,1013.5,49
737,辫力,2026-06-06 11:00,25.8,80.1,4.3,0,1006.7,1012.9,40
737,辫力,2026-06-06 12:00,27.2,85.4,3.2,0,1006.1,1012.3,38
737,辫力,2026-06-06 13:00,28,168.9,2.5,0,1005.5,1011.7,31
737,辫力,2026-06-06 14:00,29.3,62.7,2.6,0,1004.7,1010.8,26
737,辫力,2026-06-06 15:00,29.1,149,3.4,0,1004.3,1010.4,24
737,辫力,2026-06-06 16:00,29.9,167.2,3.4,0,1004.1,1010.2,23
737,辫力,2026-06-06 17:00,29.8,161.9,2.7,0,1004.1,1010.2,26
737,辫力,2026-06-06 18:00,26.3,292.3,4.6,0,1004,1010.2,50
737,辫力,2026-06-06 19:00,23.6,288.7,4.4,0,1004.3,1010.6,59
737,辫力,2026-06-06 20:00,21.4,261.8,2.7,0,1004.6,1010.9,64
737,辫力,2026-06-06 21:00,20.6,185.4,2.5,0,1004.7,1011,75
737,辫力,2026-06-06 22:00,20.6,174.1,2.2,0,1005.1,1011.4,72
737,辫力,2026-06-06 23:00,20.9,154.2,2.8,0,1004.9,1011.2,69
737,辫力,2026-06-07 00:00,20.9,143.2,2.7,0,1004.1,1010.4,67
737,辫力,2026-06-07 01:00,20.5,85,1.8,0,1004.1,1010.4,66
737,辫力,2026-06-07 02:00,20.1,111.7,1.5,0,1003.8,1010.2,68
737,辫力,2026-06-07 03:00,20.1,119.7,1.4,0,1003.2,1009.5,64
737,辫力,2026-06-07 04:00,18.1,77.9,2.7,0,1002.1,1008.5,78
737,辫力,2026-06-07 05:00,17.4,39.6,1.6,0,1002.4,1008.8,80
737,辫力,2026-06-07 06:00,17.5,0,.9,0,1002.7,1009.1,85
737,辫力,2026-06-07 07:00,19,55.6,1.8,0,1002.5,1008.9,75
737,辫力,2026-06-07 08:00,20.9,52,1.5,0,1002.9,1009.2,66
737,辫力,2026-06-07 09:00,23.2,51.2,1.6,0,1002.8,1009.1,62
737,辫力,2026-06-07 10:00,22.9,53.5,2.4,0,1002.8,1009.1,61
737,辫力,2026-06-07 11:00,26.2,61.2,2.1,0,1002.4,1008.6,57
737,辫力,2026-06-07 12:00,28.2,55.5,2.3,0,1001.8,1008,54
737,辫力,2026-06-07 13:00,27.8,.5,2.1,0,1001.4,1007.6,53
737,辫力,2026-06-07 14:00,29.1,62.2,1.2,0,1001,1007.1,49
737,辫力,2026-06-07 15:00,28.3,329.8,2.1,0,1000.4,1006.5,51
737,辫力,2026-06-07 16:00,29,319.8,2,0,999.9,1006,51
737,辫力,2026-06-07 17:00,27.4,359.3,1.4,0,999.2,1005.4,53
737,辫力,2026-06-07 18:00,25.6,284.6,3.1,0,999.5,1005.7,61
737,辫力,2026-06-07 19:00,25.1,287.9,3.2,0,1000.1,1006.3,62
737,辫力,2026-06-07 20:00,20.6,298.8,4.7,0,1001.1,1007.4,74
737,辫力,2026-06-07 21:00,20.5,296.6,3.4,0,1001.5,1007.8,69
737,辫力,2026-06-07 22:00,20.1,200.4,2.6,0,1002.2,1008.5,73
737,辫力,2026-06-07 23:00,20.2,177.7,2.6,0,1002.3,1008.6,75
737,辫力,2026-06-08 00:00,20.2,226.3,2.4,0,1002,1008.3,75
737,辫力,2026-06-08 01:00,19.9,250.4,1.6,0,1002.2,1008.5,77
737,辫力,2026-06-08 02:00,19.3,252.1,2,0,1001.7,1008.1,83
737,辫力,2026-06-08 03:00,18.7,254.4,1.7,0,1001.3,1007.7,88
737,辫力,2026-06-08 04:00,18.2,265.5,1.5,0,1001.4,1007.8,91
737,辫力,2026-06-08 05:00,17.9,229,1.8,0,1001.7,1008.1,91
737,辫力,2026-06-08 06:00,17.8,270.3,3.1,0,1002.1,1008.5,90
737,辫力,2026-06-08 07:00,17.7,283.4,1.8,0,1002.4,1008.8,89
737,辫力,2026-06-08 08:00,18.4,312.3,3.8,0,1002.9,1009.3,84
737,辫力,2026-06-08 09:00,18.7,295.1,3.3,0,1002.5,1008.9,81
737,辫力,2026-06-08 10:00,19.2,288.4,4.3,0,1002.8,1009.2,80
737,辫力,2026-06-08 11:00,19.6,302.9,2.6,0,1002.3,1008.7,80
737,辫力,2026-06-08 12:00,19.6,318.5,2.9,0,1002.2,1008.6,80
737,辫力,2026-06-08 13:00,20.7,290.2,2.5,0,1001.9,1008.2,74
737,辫力,2026-06-08 14:00,20.2,286.5,4,0,1001.7,1008,77
737,辫力,2026-06-08 15:00,20.9,277.9,3.4,0,1001.4,1007.7,73
737,辫力,2026-06-08 16:00,20.8,278.2,3.9,0,1001.2,1007.5,78
737,辫力,2026-06-08 17:00,20,296.7,4.5,0,1001.2,1007.5,80
737,辫力,2026-06-08 18:00,19.6,284.3,3.1,0,1000.9,1007.2,83
737,辫力,2026-06-08 19:00,18.9,289,3,0,1001.1,1007.5,83
737,辫力,2026-06-08 20:00,18.2,283.5,2.9,0,1001.4,1007.8,85
737,辫力,2026-06-08 21:00,17.8,276.1,2.9,0,1002,1008.4,87
737,辫力,2026-06-08 22:00,17.1,204.9,1.3,0,1002.6,1009,87
737,辫力,2026-06-08 23:00,16.8,240.2,1,0,1003,1009.4,89
737,辫力,2026-06-09 00:00,16.9,162.6,2.4,0,1002.5,1008.9,89
737,辫力,2026-06-09 01:00,16.8,191,2.1,0,1002.1,1008.5,90
737,辫力,2026-06-09 02:00,16.3,206.5,1.6,0,1002.3,1008.7,93
737,辫力,2026-06-09 03:00,16,173.2,2.1,0,1002,1008.4,94
737,辫力,2026-06-09 04:00,15.7,162,2,0,1001.8,1008.2,94
737,辫力,2026-06-09 05:00,15.5,155.8,2.2,0,1002.1,1008.6,94
737,辫力,2026-06-09 06:00,15.4,134.3,1.5,0,1002.5,1009,93
737,辫力,2026-06-09 07:00,16.9,36.9,.7,0,1002.9,1009.3,92
737,辫力,2026-06-09 08:00,18.8,222.7,.9,0,1003.1,1009.5,84
737,辫力,2026-06-09 09:00,19,289.5,1.8,0,1003.1,1009.5,81
737,辫力,2026-06-09 10:00,21.3,263,1.1,0,1003,1009.3,75
737,辫力,2026-06-09 11:00,23.4,323.7,1.6,0,1002.9,1009.2,64
737,辫力,2026-06-09 12:00,24.8,357.4,1.2,0,1002.4,1008.6,56
737,辫力,2026-06-09 13:00,25.3,324,2.2,0,1001.7,1007.9,44
737,辫力,2026-06-09 14:00,27.1,272.1,3,0,1001.1,1007.3,54
737,辫力,2026-06-09 15:00,26.4,295.8,3.5,0,1001,1007.2,52
737,辫力,2026-06-09 16:00,26.1,293.5,3.9,0,1000.7,1006.9,54
737,辫力,2026-06-09 17:00,24.9,299.3,5.2,0,1000.9,1007.1,54
737,辫力,2026-06-09 18:00,23.8,286.6,5.5,0,1001,1007.2,53
737,辫力,2026-06-09 19:00,22.1,294.2,4.2,0,1001.5,1007.8,60
737,辫力,2026-06-09 20:00,20.7,302.2,4,0,1002.2,1008.5,60
737,辫力,2026-06-09 21:00,19.7,312.3,1.2,0,1003,1009.4,60
737,辫力,2026-06-09 22:00,18.9,247.8,.9,0,1003.6,1010,65
737,辫力,2026-06-09 23:00,18.3,212.5,1.9,0,1003.3,1009.7,69
737,辫力,2026-06-10 00:00,18.4,178.5,2.3,0,1002.6,1009,72
737,辫力,2026-06-10 01:00,17.2,197,2.5,0,1002.5,1008.9,80
737,辫力,2026-06-10 02:00,16.6,258.8,1.2,0,1002.8,1009.2,86
737,辫力,2026-06-10 03:00,17,297.5,1.2,0,1002.7,1009.1,81
737,辫力,2026-06-10 04:00,16.1,146,3.1,0,1002.7,1009.1,82
737,辫力,2026-06-10 05:00,16.4,160.7,2.5,0,1003.2,1009.6,77
737,辫力,2026-06-10 06:00,16.1,143.2,2.7,0,1003.5,1009.9,77
737,辫力,2026-06-10 07:00,17.2,149.1,2.3,0,1003.7,1010.1,76
737,辫力,2026-06-10 08:00,19.4,184.2,2.4,0,1004,1010.4,69
737,辫力,2026-06-10 09:00,21.7,211.1,2.7,0,1004,1010.3,64
737,辫力,2026-06-10 10:00,23.3,241.8,2.6,0,1003.9,1010.2,61
737,辫力,2026-06-10 11:00,24.6,286.9,4.1,0,1003.9,1010.1,57
737,辫力,2026-06-10 12:00,25.1,290,5.1,0,1003.7,1009.9,52
737,辫力,2026-06-10 13:00,24.9,290.3,5.6,0,1003.5,1009.7,53
737,辫力,2026-06-10 14:00,25.7,282.2,5,0,1003.4,1009.6,52
737,辫力,2026-06-10 15:00,25.7,289.4,5,0,1003,1009.2,51
737,辫力,2026-06-10 16:00,25.6,285.9,4.3,0,1003,1009.2,49
737,辫力,2026-06-10 17:00,24.6,281.2,4,0,1002.7,1008.9,49
737,辫力,2026-06-10 18:00,24.6,279.1,3.7,0,1002.8,1009,33
737,辫力,2026-06-10 19:00,23.2,282.6,3.7,0,1003,1009.3,43
737,辫力,2026-06-10 20:00,20.9,277.5,3.1,0,1003.5,1009.8,67
737,辫力,2026-06-10 21:00,19.8,282,3.9,0,1004,1010.4,75
737,辫力,2026-06-10 22:00,19.1,270.2,3.2,0,1004.6,1011,76
737,辫力,2026-06-10 23:00,18.5,214.9,1.4,0,1004.9,1011.3,74
737,辫力,2026-06-11 00:00,19.7,183.1,1.5,0,1005,1011.4,65
737,辫力,2026-06-11 01:00,19.3,156.2,1.7,0,1004.6,1011,73
737,辫力,2026-06-11 02:00,18.7,141.9,2.6,0,1004.3,1010.7,75
737,辫力,2026-06-11 03:00,18.3,180.6,1.7,0,1004.4,1010.8,73
737,辫力,2026-06-11 04:00,17.6,213.2,1,0,1004.5,1010.9,77
737,辫力,2026-06-11 05:00,17.5,200.5,1.8,0,1004.8,1011.2,79
737,辫力,2026-06-11 06:00,17.8,139.6,1.1,0,1004.8,1011.2,80
737,辫力,2026-06-11 07:00,19.3,237.3,.6,0,1005.3,1011.7,81
737,辫力,2026-06-11 08:00,20,292,2.1,0,1005.6,1012,85
737,辫力,2026-06-11 09:00,20.8,258.4,2,0,1005.7,1012,76
737,辫力,2026-06-11 10:00,22.6,288.6,3.2,0,1006,1012.3,59
737,辫力,2026-06-11 11:00,23.3,287.1,4.5,0,1006.2,1012.5,63
737,辫力,2026-06-11 12:00,23.8,291.7,5,0,1006.2,1012.5,63
737,辫力,2026-06-11 13:00,24.4,298.6,4.7,0,1006.1,1012.4,49
737,辫力,2026-06-11 14:00,23.7,287.8,5.7,0,1005.8,1012.1,59
737,辫力,2026-06-11 15:00,23.8,294.9,6.1,0,1005.5,1011.8,62
737,辫力,2026-06-11 16:00,22.9,287.9,7,0,1005.5,1011.8,63
737,辫力,2026-06-11 17:00,22.8,290.3,6.7,0,1005.6,1011.9,62
737,辫力,2026-06-11 18:00,22.1,286.9,5.1,0,1005.7,1012,69
737,辫力,2026-06-11 19:00,21.2,298.5,4.3,0,1006,1012.3,73
737,辫力,2026-06-11 20:00,20.1,289,3.4,0,1006.8,1013.2,76
737,辫力,2026-06-11 21:00,19.2,291.5,2.8,0,1007.4,1013.8,84
737,辫力,2026-06-11 22:00,18.7,275.9,2.3,0,1008,1014.4,88
737,辫力,2026-06-11 23:00,17.9,181.5,1.5,0,1008.2,1014.6,89
737,辫力,2026-06-12 00:00,17.4,205.8,1.6,0,1008.2,1014.6,92
737,辫力,2026-06-12 01:00,17.4,162.1,2.5,0,1008.2,1014.6,90
737,辫力,2026-06-12 02:00,17.2,160.6,2.4,0,1008.4,1014.9,90
737,辫力,2026-06-12 03:00,16.8,148.6,2.8,0,1008.1,1014.6,91
737,辫力,2026-06-12 04:00,16.9,143.1,2.8,0,1008,1014.5,91
737,辫力,2026-06-12 05:00,16.6,127,2.1,0,1008.2,1014.7,91
737,辫力,2026-06-12 06:00,17.2,131.5,2.2,0,1008.3,1014.8,90
737,辫力,2026-06-12 07:00,18,182.2,.8,0,1008.3,1014.7,90
737,辫力,2026-06-12 08:00,20.5,153.4,1.8,0,1008.4,1014.8,82
737,辫力,2026-06-12 09:00,21.1,177,1.5,0,1008.5,1014.9,77
737,辫力,2026-06-12 10:00,22.9,201.9,1.9,0,1008.5,1014.8,67
737,辫力,2026-06-12 11:00,24,259.5,2.1,0,1008.3,1014.6,63
737,辫力,2026-06-12 12:00,26.3,291,1.9,0,1008,1014.2,57
737,辫力,2026-06-12 13:00,25.6,317.5,3.1,0,1007.5,1013.7,60
737,辫力,2026-06-12 14:00,26.3,305.5,4.3,0,1006.8,1013,61
737,辫力,2026-06-12 15:00,25.9,288.3,3.8,0,1006.5,1012.7,54
737,辫力,2026-06-12 16:00,26.3,284.8,4.1,0,1006.3,1012.5,53
737,辫力,2026-06-12 17:00,26.4,289.1,3.6,0,1006,1012.2,52
737,辫力,2026-06-12 18:00,24.9,283.6,4.3,0,1005.7,1011.9,52
737,辫力,2026-06-12 19:00,24,297.3,3.2,0,1005.8,1012.1,56
737,辫力,2026-06-12 20:00,22.1,280.4,2.9,0,1006.6,1012.9,63
737,辫力,2026-06-12 21:00,20.9,276.1,2.7,0,1007.2,1013.6,74
737,辫力,2026-06-12 22:00,19.7,265,.9,0,1007.5,1013.9,81
737,辫力,2026-06-12 23:00,19.2,207.5,1.5,0,1007.8,1014.2,82
737,辫力,2026-06-13 00:00,19.2,206.7,2.4,0,1007.5,1013.9,85
737,辫力,2026-06-13 01:00,18.4,124.5,1.5,0,1007.3,1013.7,83
737,辫力,2026-06-13 02:00,18.1,161.8,1.9,0,1007,1013.4,81
737,辫力,2026-06-13 03:00,17.3,126.7,1.7,0,1006.9,1013.3,83
737,辫力,2026-06-13 04:00,16.5,139.2,2.2,0,1006.6,1013.1,84
737,辫力,2026-06-13 05:00,16.1,114,2.2,0,1006.5,1013,86
737,辫力,2026-06-13 06:00,15.6,84.3,3.2,0,1006.4,1012.9,86
737,辫力,2026-06-13 07:00,18.8,91.8,1.9,0,1006.7,1013.1,77
737,辫力,2026-06-13 08:00,21.3,94.4,1,0,1006.9,1013.2,65
737,辫力,2026-06-13 09:00,23.6,200.4,.9,0,1007,1013.3,59
737,辫力,2026-06-13 10:00,25.9,211.4,1.4,0,1006.7,1012.9,54
737,辫力,2026-06-13 11:00,27.3,118.5,2.4,0,1006.2,1012.4,42
737,辫力,2026-06-13 12:00,28.3,221.2,1.6,0,1005.7,1011.9,40
737,辫力,2026-06-13 13:00,29.5,154.5,.7,0,1004.8,1010.9,38
737,辫力,2026-06-13 14:00,30.2,214.1,3.3,0,1004,1010.1,32
737,辫力,2026-06-13 15:00,30,295.6,4,0,1003.4,1009.5,49
737,辫力,2026-06-13 16:00,28.9,299.1,4.1,0,1003.1,1009.2,55
737,辫力,2026-06-13 17:00,26.2,292.6,5.8,0,1003.1,1009.3,67
737,辫力,2026-06-13 18:00,25.3,294.2,5.6,0,1003.3,1009.5,73
737,辫力,2026-06-13 19:00,23.9,286.6,4.7,0,1003.8,1010.1,80
737,辫力,2026-06-13 20:00,23.2,293.4,1.9,0,1004.1,1010.4,83
737,辫力,2026-06-13 21:00,23.5,207.9,1.6,0,1004.6,1010.9,79
737,辫力,2026-06-13 22:00,22.8,88.2,1.5,0,1005,1011.3,84
737,辫力,2026-06-13 23:00,22.8,138,.9,0,1005.3,1011.6,85
737,辫力,2026-06-14 00:00,23,203.1,1.7,0,1005.2,1011.5,76
737,辫力,2026-06-14 01:00,22.3,209.9,1.6,0,1005.2,1011.5,78
737,辫力,2026-06-14 02:00,22.4,176.5,2.2,0,1004.8,1011.1,76
737,辫力,2026-06-14 03:00,22.2,130.1,2.5,0,1004.3,1010.6,77
737,辫力,2026-06-14 04:00,21.5,135.1,2.2,0,1004.3,1010.6,80
737,辫力,2026-06-14 05:00,21.8,146.5,1.9,0,1004.5,1010.8,78
737,辫力,2026-06-14 06:00,21.4,122.5,1.6,0,1004.4,1010.7,81
737,辫力,2026-06-14 07:00,21.8,82.6,1.3,0,1004.8,1011.1,82
737,辫力,2026-06-14 08:00,23.4,77.3,1.6,0,1005.1,1011.4,76
737,辫力,2026-06-14 09:00,24.5,102.9,1.6,0,1005.3,1011.6,72
737,辫力,2026-06-14 10:00,26.1,359.6,2.3,0,1005.3,1011.5,61
737,辫力,2026-06-14 11:00,27.5,341.2,1.9,0,1005.1,1011.3,58
737,辫力,2026-06-14 12:00,28.4,297.3,2.4,0,1004.7,1010.9,58
737,辫力,2026-06-14 13:00,28.8,314.7,3.2,0,1003.8,1009.9,54
737,辫力,2026-06-14 14:00,30.1,1.8,2.1,0,1003.2,1009.3,53
737,辫力,2026-06-14 15:00,29.4,315.6,4.2,0,1002.7,1008.8,57
737,辫力,2026-06-14 16:00,25.9,304.3,3.9,0,1003.1,1009.3,68
737,辫力,2026-06-14 17:00,19.6,70.4,3,10.5,1003.3,1009.7,87
737,辫力,2026-06-14 18:00,20.2,272.4,2,0,1003.8,1010.1,92
737,辫力,2026-06-14 19:00,20.9,231.3,1,0,1004.8,1011.1,87
737,辫力,2026-06-14 20:00,20.5,85.2,2.2,0,1005.1,1011.4,86
737,辫力,2026-06-14 21:00,20.9,114.2,2.6,0,1005.6,1011.9,89
737,辫力,2026-06-14 22:00,19.8,73,3.2,0,1005.7,1012.1,90
737,辫力,2026-06-14 23:00,19.8,82.3,3,0,1005.8,1012.2,91
737,辫力,2026-06-15 00:00,19.4,73.9,2.7,0,1005.7,1012.1,93
737,辫力,2026-06-15 01:00,19.5,100.5,1.3,0,1005.5,1011.9,92
737,辫力,2026-06-15 02:00,18.8,95.4,1.4,0,1005.2,1011.6,96
737,辫力,2026-06-15 03:00,18.3,51.8,2.1,0,1005.3,1011.7,96
737,辫力,2026-06-15 04:00,18.1,87.8,2.6,0,1005.2,1011.6,96
737,辫力,2026-06-15 05:00,17.5,32.8,1.2,0,1005.9,1012.3,95
737,辫力,2026-06-15 06:00,17.8,291.8,1,0,1006.8,1013.2,98
737,辫力,2026-06-15 07:00,19.6,82.7,2.5,0,1007,1013.4,92
737,辫力,2026-06-15 08:00,21.5,84.2,1.3,0,1007,1013.3,84
737,辫力,2026-06-15 09:00,23.9,351.1,.9,0,1006.9,1013.2,79
737,辫力,2026-06-15 10:00,25.6,91.5,1.2,0,1006.6,1012.8,70
737,辫力,2026-06-15 11:00,27,64.7,1.7,0,1006.5,1012.7,59
737,辫力,2026-06-15 12:00,28.5,3.4,2,0,1006.2,1012.4,57
737,辫力,2026-06-15 13:00,29.8,310.9,2.2,0,1006,1012.1,55
737,辫力,2026-06-15 14:00,30.2,268.8,1.9,0,1005.6,1011.7,51
737,辫力,2026-06-15 15:00,31,57.5,1.3,0,1005.3,1011.4,49
737,辫力,2026-06-15 16:00,30.1,310,3.7,0,1005.1,1011.2,57
737,辫力,2026-06-15 17:00,30,310.3,3.7,0,1005.1,1011.2,55
737,辫力,2026-06-15 18:00,27,290.9,4.7,0,1005.4,1011.6,60
737,辫力,2026-06-15 19:00,25.1,274,4.1,0,1006.2,1012.4,68
737,辫力,2026-06-15 20:00,24.3,280.7,3.1,0,1007.2,1013.5,62
737,辫力,2026-06-15 21:00,22.1,254,2,0,1007.6,1013.9,83
737,辫力,2026-06-15 22:00,22,263.4,.7,0,1008.2,1014.5,85
737,辫力,2026-06-15 23:00,21.6,247.8,1.1,0,1008.6,1014.9,86
737,辫力,2026-06-16 00:00,21.4,261.1,1.7,0,1008.8,1015.2,84
737,辫力,2026-06-16 01:00,21.6,103.5,2,0,1008,1014.3,81
737,辫力,2026-06-16 02:00,20.4,106.4,.7,0,1007.8,1014.2,89
737,辫力,2026-06-16 03:00,20.4,139.1,1.6,0,1007.4,1013.8,91
737,辫力,2026-06-16 04:00,19.5,151.8,.7,0,1007.5,1013.9,93
737,辫力,2026-06-16 05:00,19.7,151.2,1.5,0,1007.8,1014.2,93
737,辫力,2026-06-16 06:00,19.6,86.5,.9,0,1008,1014.4,94
737,辫力,2026-06-16 07:00,20.8,79.2,1.8,0,1007.8,1014.2,92
737,辫力,2026-06-16 08:00,22.7,31.8,1.7,0,1008.2,1014.5,79
737,辫力,2026-06-16 09:00,25.1,61.6,2.7,0,1008.4,1014.7,60
737,辫力,2026-06-16 10:00,26.5,75.3,3.6,0,1008,1014.2,58
737,辫力,2026-06-16 11:00,28,78.3,2.8,0,1007.6,1013.8,53
737,辫力,2026-06-16 12:00,29.3,344.6,1.9,0,1007,1013.2,50
737,辫力,2026-06-16 13:00,30.3,354.3,1.5,0,1006.2,1012.3,52
737,辫力,2026-06-16 14:00,30.6,85.3,1.2,0,1005.6,1011.7,49
737,辫力,2026-06-16 15:00,31.7,122,1.6,0,1005.3,1011.4,45
737,辫力,2026-06-16 16:00,30.6,95.6,2.2,0,1004.9,1011,47
737,辫力,2026-06-16 17:00,30.5,275.6,3.5,0,1004.6,1010.7,55
737,辫力,2026-06-16 18:00,27.8,289.2,5.1,0,1004.8,1011,59
737,辫力,2026-06-16 19:00,26,295.2,4.6,0,1005.3,1011.5,61
737,辫力,2026-06-16 20:00,24.6,264,2.7,0,1005.7,1012,63
737,辫力,2026-06-16 21:00,24.2,240,1.5,0,1006,1012.3,68
737,辫力,2026-06-16 22:00,23.6,185.5,1.9,0,1006.4,1012.7,72
737,辫力,2026-06-16 23:00,23.7,164.6,2.4,0,1006.5,1012.8,70
737,辫力,2026-06-17 00:00,23.7,167.1,2.5,0,1006.4,1012.7,70
737,辫力,2026-06-17 01:00,23.4,159.2,2.1,0,1006.4,1012.7,73
737,辫力,2026-06-17 02:00,23.6,143.6,1.8,0,1006,1012.3,73
737,辫力,2026-06-17 03:00,22.2,79.6,2.7,0,1005.5,1011.8,79
737,辫力,2026-06-17 04:00,22.4,88.8,2.5,0,1005.4,1011.7,80
737,辫力,2026-06-17 05:00,21.6,64.4,2.1,0,1005.1,1011.4,85
737,辫力,2026-06-17 06:00,22.5,77.3,2.7,0,1005.4,1011.7,79
737,辫力,2026-06-17 07:00,23.8,80,1.6,0,1005.3,1011.6,77
737,辫力,2026-06-17 08:00,26.2,103,2.1,0,1005,1011.2,65
737,辫力,2026-06-17 09:00,27.2,93.5,1.7,0,1005.1,1011.3,61
737,辫力,2026-06-17 10:00,27.3,80.5,1.6,0,1004.9,1011.1,63
737,辫力,2026-06-17 11:00,28,201.2,.8,0,1004.8,1011,60
737,辫力,2026-06-17 12:00,28.1,285.3,1.6,0,1004.5,1010.7,61
737,辫力,2026-06-17 13:00,28.7,312.8,1.8,0,1003.9,1010.1,59
